step,agent,x,y,z,z_error,rpm0,rpm1,rpm2,rpm3
32,SAC_Nominal,0.005483652513174775,-0.09320695879091123,0.8100694230574996,-0.18993057694250037,15470.555725138785,14917.210759607393,13249.213888127953,11430.93813633236
33,SAC_Nominal,0.0031599999207886525,-0.09153719565833372,0.8252364454992518,-0.1747635545007482,15054.751773685495,15231.76374465622,12789.033730591962,13192.817751804167
34,SAC_Nominal,0.0008270842555512809,-0.08974136473273474,0.8395055386862428,-0.16049446131375722,15746.404845270124,15025.412122609509,12989.180057183821,12320.550093480257
35,SAC_Nominal,-0.0014854683340214463,-0.08783155916478583,0.8528860921292033,-0.1471139078707967,15301.328508816237,15049.217845406183,12876.46022492513,13064.36671295251
36,SAC_Nominal,-0.0037543093568896176,-0.08581309613018323,0.8653416085400158,-0.13465839145998415,15244.835354114482,15002.90773965598,12694.881922298031,12677.531155582179
37,SAC_Nominal,-0.005965281982131999,-0.08369284267270857,0.8767387710011298,-0.12326122899887015,14972.592730486818,14463.176392921101,12549.292263583679,12196.781808338535
38,SAC_Nominal,-0.008110913403672891,-0.08147334627352543,0.8869069021068474,-0.11309309789315258,14518.612694092188,14158.885365104576,12185.426777381124,11797.787907841219
39,SAC_Nominal,-0.010182183817709897,-0.07914465715586301,0.8958651519326502,-0.10413484806734985,14394.976353944503,14351.944175791257,12643.890356416265,12458.728841696202
40,SAC_Nominal,-0.01216510306290634,-0.07669418056253101,0.9037302066141126,-0.09626979338588737,14558.96328427839,14593.7075057964,12824.375585318254,12682.969359061895
41,SAC_Nominal,-0.01403898641032801,-0.07412263909263328,0.9105890465587346,-0.08941095344126537,14811.820342409615,14901.039736367637,12889.033806709822,12766.899311053086
42,SAC_Nominal,-0.015775155580430654,-0.07144303779188384,0.916519994605559,-0.083480005394441,14939.160197438941,15289.484505233868,12877.4071242941,12923.957835621664
43,SAC_Nominal,-0.017337643141703083,-0.06867477911126377,0.9215925907157803,-0.07840740928421974,15227.418614901613,15226.20394480945,12917.373521703548,13186.875052759015
44,SAC_Nominal,-0.018687303723357546,-0.06584154050304088,0.925878818686116,-0.07412118131388401,15510.726507931155,15607.76040883993,13020.906360357829,13102.159898695467
45,SAC_Nominal,-0.019786456625653568,-0.06296831075119791,0.9294552308500128,-0.0705447691499872,15703.071263355989,15391.113196523222,13298.534150751919,13422.114867029568
46,SAC_Nominal,-0.020602025212350446,-0.060081072804176495,0.9323830437899262,-0.0676169562100738,16031.143435980104,15712.086211036803,13235.544645461407,13319.737193862298
47,SAC_Nominal,-0.02110992145365583,-0.057207455435707905,0.9347162255855868,-0.06528377441441324,16218.23108889743,15788.638885567285,13430.441631015994,13315.051852995615
48,SAC_Nominal,-0.02129253045750622,-0.054368010517846586,0.9365535450523301,-0.06344645494766987,16271.314371008193,16019.318836073327,13780.857782875395,13652.365349515805
49,SAC_Nominal,-0.021137814520123043,-0.05157853337486609,0.9380071501131214,-0.06199284988687859,16508.274644514717,16157.22463925259,13971.18455603849,13871.214232223207
50,SAC_Nominal,-0.020639953537543082,-0.0488562244263772,0.939164842232645,-0.06083515776735504,16729.78959224869,16430.20848328793,14018.634304335226,13955.627982525866
51,SAC_Nominal,-0.019798714912357174,-0.04621918578702902,0.9401223007375482,-0.05987769926245179,16860.55354923111,16606.770288984884,14227.887422672376,14229.995955420221
52,SAC_Nominal,-0.018622248208345443,-0.04368445082560832,0.9409687023746459,-0.059031297625354084,17156.22029003544,16773.568165123106,14227.027193054391,14360.405471928465
53,SAC_Nominal,-0.01712858132941506,-0.041269350403685755,0.9418238884894542,-0.0581761115105458,17450.46538820794,17050.071835911134,14512.309086680994,14586.996421197739
54,SAC_Nominal,-0.015351353466667791,-0.038988829462992744,0.9428431965954431,-0.057156803404556866,17664.78545303178,17348.001045289686,14804.510331024296,14911.755739608829
55,SAC_Nominal,-0.013345283514231827,-0.03685438191730942,0.9441286662660207,-0.055871333733979345,17722.541140225498,17581.616125123863,14951.472476392306,14917.447484449636
56,SAC_Nominal,-0.011179348809700364,-0.03487456936425167,0.9457348168995502,-0.05426518310044981,17560.429898532333,17669.289692926257,15163.310164318533,15072.70017360963
57,SAC_Nominal,-0.008924721130087977,-0.033056076211925314,0.9476429740923439,-0.05235702590765612,17708.611888305997,17564.490441044898,14868.292799857403,14908.38338079065
58,SAC_Nominal,-0.00665090064339236,-0.03140506432043434,0.9497979994397634,-0.050202000560236604,17528.254723662925,17517.382197438612,14919.928567768879,14723.022655001161
59,SAC_Nominal,-0.0044269978907515144,-0.02992288048593087,0.9521817861549567,-0.047818213845043256,17280.25763947873,17530.015283828456,14886.016117144653,14980.33997136218
60,SAC_Nominal,-0.0023139657501113618,-0.02860646132558273,0.9546997646489076,-0.0453002353510924,17329.464067205878,17385.69850623305,14555.249420769764,14333.836665727253
61,SAC_Nominal,-0.00036811964571584313,-0.027450329648029636,0.9573383485711191,-0.0426616514288809,16851.009527995775,17379.462164897246,14870.498350983216,14999.287013790203
62,SAC_Nominal,0.0013707951998975744,-0.026442410503217263,0.9599708776161046,-0.040029122383895444,17125.1019686967,17172.668139047,14140.000414438453,13868.656827779962
63,SAC_Nominal,0.0028693505825111583,-0.025569254691178222,0.9625604339773041,-0.037439566022695936,16428.303042344633,17082.494084249767,14624.40023985045,14855.78130983461
64,SAC_Nominal,0.004108689323250643,-0.024809395036460284,0.9650115483913027,-0.034988451608697346,16850.115665340094,16835.6845050119,14060.814014340725,13645.756457608604
65,SAC_Nominal,0.005077447035282289,-0.02414476589545894,0.967299994487358,-0.03270000551264196,16140.677184706316,16854.044262858624,14437.85718342812,14665.21134393741
66,SAC_Nominal,0.005780455081001288,-0.023554954400394977,0.969342762094769,-0.030657237905231005,16609.79596879912,16552.12695135639,13940.922583582616,13507.664379143642
67,SAC_Nominal,0.00623139903754842,-0.023025548963674498,0.9711125401047185,-0.02888745989528152,16090.514802561585,16593.76982633713,14178.9306555712,14361.062609741904
68,SAC_Nominal,0.006452402605941519,-0.02254104632919671,0.9725916838656388,-0.027408316134361232,16426.24366557496,16432.116511387972,13939.996381467614,13775.382065622864
69,SAC_Nominal,0.006473820039338319,-0.022092849933976727,0.9737523721532553,-0.026247627846744725,16268.388296728668,16461.718758873663,13931.17805769948,14001.256372473545
70,SAC_Nominal,0.006328661288997123,-0.021671381288444976,0.9745814406325444,-0.02541855936745563,16374.666108690264,16353.554909644363,13828.394200923118,13856.674411311691
71,SAC_Nominal,0.0060507392052101495,-0.021266768875011974,0.975069377953832,-0.024930622046168027,16290.641725477852,16341.633291359618,13879.848867862385,13921.707770431402
72,SAC_Nominal,0.005672365760006516,-0.020868351026709434,0.9752244040823822,-0.0247755959176178,16348.354724585262,16322.402955267928,13877.634261687963,13949.78488901543
73,SAC_Nominal,0.005224721091297885,-0.02046710608202588,0.975063118672014,-0.024936881327985994,16394.18361918074,16379.172935741486,13895.99660669143,13989.461524869344
74,SAC_Nominal,0.004736454495364093,-0.02005573391403933,0.9746132465679556,-0.02538675343204444,16445.65251548211,16430.258932844474,13960.757020774457,14058.929270651393
75,SAC_Nominal,0.004233510730082177,-0.019628815050533713,0.9739086937036044,-0.026091306296395556,16540.916801176747,16483.833774736944,14049.0967814389,14089.058004534856
76,SAC_Nominal,0.0037395659735227627,-0.01918344458874554,0.9729883395455722,-0.02701166045442782,16588.70417342881,16550.49574902815,14201.648478956256,14126.651979208387
77,SAC_Nominal,0.003278045123658568,-0.01872015348585202,0.9718785756908499,-0.0281214243091501,16621.460164987657,16634.188976177098,14174.29964499618,14169.6427628537
78,SAC_Nominal,0.002873776378053122,-0.018243064377176706,0.9705968103404247,-0.029403189659575335,16734.112731170957,16631.649681831073,14199.602037970311,14177.161040357058
79,SAC_Nominal,0.002551609988122883,-0.017758099415856238,0.9691678221112684,-0.030832177888731604,16805.474275690947,16697.814922027083,14243.553950346699,14221.143998614394
80,SAC_Nominal,0.002334733980976462,-0.017271770033478295,0.967621894356408,-0.032378105643592,16955.965302860255,16675.85513556855,14307.439905449639,14263.795864726004
81,SAC_Nominal,0.0022430318063587,-0.016790847685479327,0.966003965844207,-0.033996034155793,17047.466569068092,16850.449408560304,14352.473249345778,14368.588648715498
82,SAC_Nominal,0.0022910124225072933,-0.016321680261008373,0.964375131310043,-0.03562486868995696,17169.373394931197,16939.125499601705,14502.915120536916,14489.023382390229
83,SAC_Nominal,0.0024870476468516435,-0.01587002939376804,0.9627972321777118,-0.03720276782228815,17296.4183140915,17115.563121774856,14534.831579731743,14602.04461840981
84,SAC_Nominal,0.0028330702430673506,-0.015441131456779505,0.9613484456685436,-0.038651554331456395,17447.329754232007,17247.676281000226,14713.610578759863,14791.89018041818
85,SAC_Nominal,0.003322217569611744,-0.01503954022988554,0.9600957370236394,-0.03990426297636063,17523.26668545698,17418.692516212508,14776.305148181353,14858.484888633995
86,SAC_Nominal,0.003938688642421615,-0.014669803149436502,0.9590761622314218,-0.04092383776857822,17556.616429488993,17423.424425900615,14882.276382068569,14901.52482825748
87,SAC_Nominal,0.004659986146410045,-0.014336490037012798,0.9583019722858199,-0.041698027714180075,17547.944280076998,17490.86642795069,14831.22660516002,14913.43997865036
88,SAC_Nominal,0.005458533533184915,-0.014044712842951619,0.9577711935563968,-0.04222880644360316,17522.94070370701,17483.687067981034,14902.488544145297,14837.461652917451
89,SAC_Nominal,0.006304371314469253,-0.013798696765594228,0.9574733407203059,-0.04252665927969412,17436.886696027497,17510.68016788856,14814.958563542295,14879.04631687141
90,SAC_Nominal,0.007167910508690705,-0.013601453323444987,0.9573770124715854,-0.042622987528414646,17443.102340109333,17433.25303437799,14767.57996205607,14703.414594024582
91,SAC_Nominal,0.008020478476849719,-0.013453038189387223,0.9574630687998589,-0.042536931200141126,17328.255865005576,17408.580614071467,14763.347373619905,14804.893230222679
92,SAC_Nominal,0.008835149346613938,-0.013350344543353975,0.9577033391824643,-0.04229666081753569,17286.646623062534,17375.100218623793,14737.744870463257,14597.616699639335
93,SAC_Nominal,0.009588774281321169,-0.013288599592396933,0.9580826803694728,-0.04191731963052725,17168.119917487846,17329.522278232656,14729.869565328978,14777.609075181246
94,SAC_Nominal,0.010264434296066268,-0.013262441900341147,0.9585576785295381,-0.041442321470461896,17164.1538061965,17267.55340627837,14594.739781337981,14464.175035424987
95,SAC_Nominal,0.0108502693701259,-0.013266419696985875,0.9591045425122506,-0.040895457487749365,17041.774824227286,17192.475411093008,14627.76871793351,14672.093180881295
96,SAC_Nominal,0.011340172428054645,-0.013293956912346978,0.9596870073192016,-0.040312992680798354,17043.363338469222,17128.690355103154,14483.037995258772,14413.82249725944
97,SAC_Nominal,0.011731858761285286,-0.01333939848522357,0.9602805783568574,-0.03971942164314257,16953.318641509282,17066.249327042755,14510.998691789237,14543.952600839135
98,SAC_Nominal,0.012026646636102182,-0.013396522006531415,0.9608599834064147,-0.03914001659358535,16945.072079381975,17019.37263396522,14421.272215109033,14374.426567912446
99,SAC_Nominal,0.012228729563707241,-0.013460110599813257,0.9614047645170246,-0.03859523548297539,16881.130500409,16964.345103559972,14421.268334373914,14446.08304830146
100,SAC_Nominal,0.012344963068981576,-0.01352511474965255,0.9618924269620187,-0.03810757303798129,16885.91285965365,16911.065197536525,14346.179990561566,14323.513910311427
101,SAC_Nominal,0.01238370279338003,-0.013587227251569798,0.9623067764429495,-0.037693223557050515,16834.802284561578,16881.8419685141,14360.819417007797,14349.218606159535
102,SAC_Nominal,0.012354622947673864,-0.013641985812493209,0.9626398255389618,-0.03736017446103823,16833.58632089104,16864.500256846863,14329.006444082805,14321.475230795719
103,SAC_Nominal,0.012268796186881228,-0.013685738180751767,0.9628861586600607,-0.037113841339939335,16831.081953161087,16843.663296416016,14331.526334753235,14324.437525269685
104,SAC_Nominal,0.01213816179616692,-0.013715465164181623,0.963043404493705,-0.03695659550629504,16834.720789124083,16837.68437717642,14319.025193357425,14318.932055714577
105,SAC_Nominal,0.011975056092176478,-0.013728952713727989,0.9631122225880782,-0.03688777741192184,16841.068378199958,16830.97329257776,14331.616885239338,14325.449103557301
106,SAC_Nominal,0.011791867944374416,-0.013724844440080462,0.9630959436731518,-0.036904056326848234,16849.41066512686,16842.33608500541,14323.953726958216,14340.303264013433
107,SAC_Nominal,0.011600687361827228,-0.013702834171932892,0.9630001092395262,-0.03699989076047383,16875.67677398881,16843.623195486456,14340.662878801104,14346.390843836352
108,SAC_Nominal,0.011412823303660072,-0.013663555038087454,0.9628332018931907,-0.03716679810680934,16893.54755921057,16868.528459900106,14352.14597401743,14363.924005102783
109,SAC_Nominal,0.011238584567850943,-0.013608467811406233,0.9626057207388896,-0.037394279261110386,16925.54163310777,16884.65420789681,14372.012750668593,14379.052404173974
110,SAC_Nominal,0.01108712836217815,-0.013539665087766141,0.9623297721091111,-0.03767022789088892,16952.65632938235,16911.67964726366,14391.328462932895,14401.082043864642
111,SAC_Nominal,0.010966253280996702,-0.013459704173628724,0.9620186447721636,-0.03798135522783641,16985.834027490764,16936.13992071703,14414.643919526237,14421.990151105998
112,SAC_Nominal,0.010882263249581844,-0.013371458018959972,0.9616888436579728,-0.0383111563420272,17021.842075079105,16971.77153699885,14444.10128623416,14457.40703337792
113,SAC_Nominal,0.010839747880801939,-0.013278078472381822,0.9613568614595327,-0.0386431385404673,17061.293628296135,17003.746207220458,14469.43343151087,14475.06049743303
114,SAC_Nominal,0.010841438477140333,-0.01318281405000957,0.9610381319601443,-0.038961868039855685,17089.674737797795,17035.400070005584,14492.973970741099,14506.550075764795
115,SAC_Nominal,0.010888118587355701,-0.013088747642450622,0.960746778094119,-0.039253221905880986,17119.041554019615,17062.443619469654,14520.714758948168,14520.188272550393
116,SAC_Nominal,0.010978686997447475,-0.012998725672720443,0.9604959646560841,-0.03950403534391589,17136.63292631283,17093.517959143715,14538.320360603482,14550.55890558959
117,SAC_Nominal,0.011110316306028632,-0.012915303546693487,0.9602950460328005,-0.03970495396719953,17153.374417615036,17109.524697930112,14557.779660067177,14549.386923583734
118,SAC_Nominal,0.011278738280634243,-0.012840695600196107,0.9601504485340779,-0.03984955146592206,17151.31892158048,17129.26082316561,14561.348642798039,14572.585958123513
119,SAC_Nominal,0.011478601727210295,-0.012776741067526576,0.9600655325825723,-0.03993446741742768,17163.4902004912,17132.000622159434,14574.623344060848,14556.746090947221
120,SAC_Nominal,0.011703792361289427,-0.012724873736457146,0.9600416225398458,-0.03995837746015418,17150.157288201608,17139.86040435324,14564.119487672813,14580.241354934398
121,SAC_Nominal,0.01194761980665582,-0.01268609895190831,0.9600774879245205,-0.03992251207547948,17154.546399620893,17130.33708037187,14581.066657936315,14548.459427890357
122,SAC_Nominal,0.012203108119914232,-0.012661146573825579,0.9601711393615422,-0.03982886063845781,17125.96866620655,17136.322467503327,14565.212561397922,14574.22880265711
123,SAC_Nominal,0.012463483340876939,-0.012650655799505436,0.9603158868237476,-0.03968411317625242,17131.325374248776,17124.109794084678,14559.709678999561,14516.740886186586
124,SAC_Nominal,0.012722527162401583,-0.01265492788485642,0.9605062723657019,-0.03949372763429815,17097.535813569975,17117.442691150696,14539.474232512119,14556.170448571276
125,SAC_Nominal,0.012974733759205615,-0.012673664144370071,0.9607331800810628,-0.03926681991893721,17100.62746588123,17096.767428016465,14532.536771698198,14485.723463960934
126,SAC_Nominal,0.013215297950668382,-0.012706024391547102,0.9609911433113051,-0.039008856688694915,17063.3439500172,17088.48982000821,14520.27106156626,14536.971158360537
127,SAC_Nominal,0.013440316984689792,-0.012750647090471346,0.9612708480258053,-0.03872915197419469,17065.867721422746,17066.612822565545,14506.04040588587,14462.529603734645
128,SAC_Nominal,0.01364668721640094,-0.012805975970811305,0.9615661685481608,-0.03843383145183921,17032.911225216103,17055.724773400754,14499.747147101658,14507.187809902642
129,SAC_Nominal,0.013832307124465034,-0.01287015027327706,0.961870225229611,-0.038129774770389036,17039.888786959582,17038.732327894202,14488.398584036113,14448.60293897189
130,SAC_Nominal,0.01399591714887819,-0.012941391136472767,0.9621788188543434,-0.03782118114565658,17017.344303076494,17030.877720013887,14484.507500290398,14483.18416961491
131,SAC_Nominal,0.014137175019662176,-0.01301783201530977,0.9624869128122844,-0.03751308718771562,17018.0984592679,17018.464541947436,14474.316689868607,14442.975873049727
132,SAC_Nominal,0.01425647271026674,-0.013097862708117837,0.9627907430543164,-0.037209256945683555,17001.125417436942,17009.522034655503,14466.042962595471,14470.743826402628
133,SAC_Nominal,0.014354841000605188,-0.013180075714276082,0.9630853315679714,-0.03691466843202862,17003.785014571644,17000.38678418601,14461.106667524444,14426.244730374501
134,SAC_Nominal,0.01443383137904795,-0.013263346434107703,0.9633684817765905,-0.03663151822340949,16987.87270700647,16994.140094223225,14452.90149990507,14464.793365887239
135,SAC_Nominal,0.014495486866531765,-0.013346785517949307,0.9636360847695478,-0.03636391523045224,16996.46853529446,16986.89088102143,14450.655847849699,14411.316835951111
136,SAC_Nominal,0.01454219008939546,-0.013429771512796156,0.9638870287292113,-0.03611297127078872,16979.51230998235,16982.18743005753,14441.25282665701,14462.627915690986
137,SAC_Nominal,0.01457659834735311,-0.013511832612601816,0.9641163933693092,-0.03588360663069079,16996.657397736908,16966.342388567748,14435.791338766581,14395.100537468303
138,SAC_Nominal,0.014601253220246913,-0.013592609140506898,0.9643220100152413,-0.035677989984758685,16973.749418331034,16957.84745939284,14425.362509924176,14455.20277583048
139,SAC_Nominal,0.014618336833384479,-0.01367167652021164,0.9645009600121915,-0.035499039987808456,16981.008980159808,16958.521413725128,14432.404750586302,14392.62333488418
140,SAC_Nominal,0.01462952833438658,-0.013748930825009211,0.964651455811145,-0.035348544188855024,16943.471922934685,16946.400584370956,14407.309330151835,14471.746349641635
141,SAC_Nominal,0.014635944986866031,-0.013824866885656376,0.9647690385517046,-0.035230961448295406,16972.27732614266,16957.172211482182,14430.42686925412,14355.99825041196
142,SAC_Nominal,0.014638412009563723,-0.013900509003410475,0.964855066846249,-0.035144933153751,16930.55036856768,16949.938521220865,14393.079968049817,14489.311850367389
143,SAC_Nominal,0.014637651302143836,-0.013977162822123117,0.9649071707764348,-0.03509282922356516,16986.73823877343,16965.84177373743,14436.615348190126,14320.81291866879
144,SAC_Nominal,0.014634331325536633,-0.014056196593084514,0.9649313722833889,-0.03506862771661112,16927.557028212766,16952.56707247462,14381.450698477349,14547.828161644376
145,SAC_Nominal,0.014628804333261095,-0.014138997490515014,0.9649238156918103,-0.035076184308189706,17017.8979546201,16986.9878993994,14465.62901751614,14239.155783878801
146,SAC_Nominal,0.01462158522994099,-0.014226576182552606,0.9648967231650551,-0.03510327683494485,16904.797810319775,16945.02551056055,14345.508623386026,14706.534705060041
147,SAC_Nominal,0.014612188093992663,-0.014320183865626744,0.9648404129440693,-0.0351595870559307,17092.754747903695,17029.31507733941,14554.120126850214,14007.451319301414
148,SAC_Nominal,0.01460096602630961,-0.014420221090683402,0.9647755768006553,-0.03522442319934471,16809.497304430697,16921.156402423603,14221.468686785995,15068.489576005806
149,SAC_Nominal,0.014586289809875072,-0.014527888389192972,0.9646870373147911,-0.03531296268520889,17256.586448832833,17067.337226454376,14772.83318382846,13553.899457348216
150,SAC_Nominal,0.01456726734581048,-0.014644311019255594,0.9646041605955994,-0.03539583940440061,16620.389082094887,16928.18958803712,13952.723899078681,15633.259425726745
151,SAC_Nominal,0.014540703876804449,-0.014771813059884965,0.964518944731391,-0.03548105526860901,17538.232093653187,17065.405913943618,15264.94920423487,12857.885733068506
152,SAC_Nominal,0.014504381402555885,-0.01491573721336432,0.9644665574084581,-0.0355334425915419,16446.232038593174,17046.541660531464,13455.238234846318,16307.35087732074
153,SAC_Nominal,0.014455826040940376,-0.01508111523861952,0.9644217300508464,-0.035578269949153585,17805.37801849158,17050.85057009163,15817.534839261363,11854.846356291935
154,SAC_Nominal,0.01439393456704827,-0.015275111944597167,0.9644408190689661,-0.03555918093103394,16234.471965369325,17082.706231102926,12879.223308329667,17210.867508399053
155,SAC_Nominal,0.014318453046370866,-0.015504554690006393,0.9644725080831399,-0.03552749191686011,18131.765952074165,17241.125600119805,16085.334021178078,10638.652428805517
156,SAC_Nominal,0.014223987447983824,-0.015774067544008213,0.9645761324371559,-0.0354238675628441,16109.245817401332,16905.170360891174,12641.510172210108,17776.657991456217
157,SAC_Nominal,0.014111490404743412,-0.016080287153183704,0.9646962522360658,-0.03530374776393419,18110.575844747516,17317.31995344099,16307.14649193782,10083.088976364585
158,SAC_Nominal,0.013971444600818986,-0.016424509558539007,0.9648708083834894,-0.035129191616510624,16048.049211735673,16974.573427754578,12453.14575743872,17797.181905920817
159,SAC_Nominal,0.013810882090721099,-0.01679810956403093,0.9650469409810332,-0.03495305901896684,18014.843283681887,17152.000637383007,16282.44173217197,10328.319743198314
160,SAC_Nominal,0.01362275558243335,-0.017198374193397595,0.9652669632674894,-0.0347330367325106,15998.339582021463,17040.89260377696,12496.897165167306,17700.42353720547
161,SAC_Nominal,0.013414607850444637,-0.017617805702591405,0.9654738195622783,-0.03452618043772171,18006.398804063527,17044.910458203223,16206.490571584893,10411.699924381017
162,SAC_Nominal,0.013180751278470066,-0.018054592081185927,0.9657138939549893,-0.0342861060450107,15961.123332232823,17086.65035156193,12543.806197704165,17628.094396062545
163,SAC_Nominal,0.012929038120480237,-0.018502687192931494,0.9659326828966104,-0.034067317103389616,18009.646979357905,16962.84584622577,16147.68708590912,10502.695401445046
164,SAC_Nominal,0.012654530129938125,-0.01896143326798004,0.9661725951772742,-0.03382740482272584,15936.968343275461,17125.810849645055,12594.267396453037,17503.649569431793
165,SAC_Nominal,0.012365809321992135,-0.019425697678253525,0.9663819514322913,-0.03361804856770867,17994.75142439384,16887.17409856724,16052.733259023984,10693.196807688482
